qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_2137,HAU,HAU/user18/7-2-2,combination,Which combination of actions is performed in this video?,"Peeling fruit, Playing games, Checking body temperature, Drinking, Pouring","Stirring, Taking medicine, Pouring, Peeling fruit, Eating","Using a phone, Checking body temperature, Grabbing utensils, Eating, Taking medicine","Drinking, Playing games, Grabbing utensils, Using a phone, Stirring",B,user18
training_2138,HAU,HAU/user18/7-2-3,combination,Which combination of actions is performed in this video?,"Taking medicine, Pouring, Stirring, Peeling fruit, Eating","Grabbing utensils, Getting dressed, Pouring, Mopping, Writing","Writing, Mopping, Checking body temperature, Peeling fruit, Stirring","Eating, Getting dressed, Grabbing utensils, Taking medicine, Checking body temperature",A,user18
training_2139,HAU,HAU/user19/1-1-1,combination,Which combination of actions is performed in this video?,"Brushing teeth, Wiping hands, Combing hair","Reading, Brushing teeth, Sweeping","Sweeping, Writing, Wiping hands","Writing, Combing hair, Reading",A,user19
training_2140,HAU,HAU/user19/1-1-2,combination,Which combination of actions is performed in this video?,"Writing, Getting dressed, Stretching","Writing, Eating, Wiping hands","Eating, Combing hair, Getting dressed","Combing hair, Stretching, Wiping hands",D,user19
training_2141,HAU,HAU/user19/1-1-3,combination,Which combination of actions is performed in this video?,"Taking medicine, Sweeping, Wiping hands, Drinking","Getting dressed, Sweeping, Taking medicine, Stretching","Brushing teeth, Drinking, Combing hair, Stretching","Combing hair, Brushing teeth, Wiping hands, Getting dressed",D,user19
training_2142,HAU,HAU/user19/1-2-1,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Sitting down, Walking","Sitting down, Squats, Running","Typing on a keyboard, Squats, Eating","Walking, Running, Eating",A,user19
training_2143,HAU,HAU/user19/1-2-2,combination,Which combination of actions is performed in this video?,"Lunges, Listening to the music with headphones","Listening to the music with headphones, Sitting down","Sitting down, Using a phone","Using a phone, Lunges",B,user19
training_2144,HAU,HAU/user19/1-2-3,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Sweeping","Typing on a keyboard, Walking","Sweeping, Standing up","Walking, Standing up",B,user19
training_2145,HAU,HAU/user19/2-1-1,combination,Which combination of actions is performed in this video?,"Eating, Running, Pouring","Grabbing utensils, Stirring, Pouring","Eating, Grabbing utensils, Listening to the music with headphones","Running, Stirring, Listening to the music with headphones",B,user19
training_2146,HAU,HAU/user19/2-1-2,combination,Which combination of actions is performed in this video?,"Grabbing utensils, Pouring, Stirring","Reading, Taking medicine, Pouring","Stirring, Listening to the music with headphones, Reading","Listening to the music with headphones, Taking medicine, Grabbing utensils",A,user19
training_2147,HAU,HAU/user19/2-1-3,combination,Which combination of actions is performed in this video?,"Stirring, Pouring","Reading, Squats","Pouring, Reading","Stirring, Squats",A,user19
training_2148,HAU,HAU/user19/2-2-1,combination,Which combination of actions is performed in this video?,"Squats, Typing on a keyboard","Jumping jacks, Squats","Typing on a keyboard, Combing hair","Jumping jacks, Combing hair",B,user19
training_2149,HAU,HAU/user19/2-2-2,combination,Which combination of actions is performed in this video?,"Squats, Lying down, Mopping","Walking, Reading, Lying down","Squats, Walking, Jumping jacks","Jumping jacks, Mopping, Reading",C,user19
training_2150,HAU,HAU/user19/2-2-3,combination,Which combination of actions is performed in this video?,"Massaging oneself, Listening to the music with headphones","Walking, Squats","Squats, Massaging oneself","Listening to the music with headphones, Walking",B,user19
training_2151,HAU,HAU/user19/2-3-1,combination,Which combination of actions is performed in this video?,"Squats, Stretching","Stretching, Walking","Squats, Peeling fruit","Walking, Peeling fruit",D,user19
training_2152,HAU,HAU/user19/2-3-2,combination,Which combination of actions is performed in this video?,"Playing games, Brushing teeth","Walking, Brushing teeth","Peeling fruit, Walking","Playing games, Peeling fruit",C,user19
training_2153,HAU,HAU/user19/2-3-3,combination,Which combination of actions is performed in this video?,"Walking, Checking body temperature","Checking body temperature, Standing up","Walking, Peeling fruit","Standing up, Peeling fruit",C,user19
training_2154,HAU,HAU/user19/3-1-1,combination,Which combination of actions is performed in this video?,"Walking, Combing hair","Playing games, Combing hair","Undressing, Playing games","Undressing, Walking",C,user19
training_2155,HAU,HAU/user19/3-1-2,combination,Which combination of actions is performed in this video?,"Undressing, Playing games","Lying down, Playing games","Undressing, Washing dishes","Lying down, Washing dishes",A,user19
training_2156,HAU,HAU/user19/3-1-3,combination,Which combination of actions is performed in this video?,"Undressing, Taking medicine","Folding clothes, Playing games","Taking medicine, Folding clothes","Undressing, Playing games",D,user19
training_2157,HAU,HAU/user19/3-2-1,combination,Which combination of actions is performed in this video?,"Washing face, Grabbing utensils, Stirring","Sweeping, Walking, Grabbing utensils","Sweeping, Washing face, Pouring","Pouring, Walking, Stirring",D,user19
training_2158,HAU,HAU/user19/3-2-2,combination,Which combination of actions is performed in this video?,"Taking medicine, Walking, Pouring","Walking, Drinking, Washing face","Stirring, Pouring, Drinking","Stirring, Washing face, Taking medicine",C,user19
training_2159,HAU,HAU/user19/3-2-3,combination,Which combination of actions is performed in this video?,"Stirring, Walking","Sweeping, Stirring","Walking, Massaging oneself","Sweeping, Massaging oneself",A,user19
training_2160,HAU,HAU/user19/3-3-1,combination,Which combination of actions is performed in this video?,"Sweeping, Listening to the music with headphones, Walking, Squats","Turning a page, Listening to the music with headphones, Wiping hands, Reading","Wiping hands, Squats, Turning a page, Checking body temperature","Reading, Sweeping, Checking body temperature, Walking",A,user19
training_2161,HAU,HAU/user19/3-3-2,combination,Which combination of actions is performed in this video?,"Sweeping, Mopping","Typing on a keyboard, Mopping","Writing, Sweeping","Writing, Typing on a keyboard",A,user19
training_2162,HAU,HAU/user19/3-3-3,combination,Which combination of actions is performed in this video?,"Mopping, Listening to the music with headphones, Sitting down, Eating, Calling","Sweeping, Walking, Squats, Listening to the music with headphones, Mopping","Squats, Calling, Lying down, Eating, Stirring","Lying down, Sitting down, Walking, Stirring, Sweeping",B,user19
training_2163,HAU,HAU/user19/4-1-1,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Reading, Checking the time","Reading, Running, Turning a page","Walking, Running, Typing on a keyboard","Checking the time, Turning a page, Walking",A,user19
training_2164,HAU,HAU/user19/4-1-2,combination,Which combination of actions is performed in this video?,"Wiping surface, Watching TV","Typing on a keyboard, Watching TV","Reading, Typing on a keyboard","Reading, Wiping surface",C,user19
training_2165,HAU,HAU/user19/4-1-3,combination,Which combination of actions is performed in this video?,"Folding clothes, Typing on a keyboard, Checking body temperature","Checking the time, Typing on a keyboard, Reading","Checking the time, Writing, Folding clothes","Writing, Reading, Checking body temperature",B,user19
training_2166,HAU,HAU/user19/4-2-1,combination,Which combination of actions is performed in this video?,"Watching TV, Squats","Walking, Typing on a keyboard","Squats, Walking","Typing on a keyboard, Watching TV",C,user19
training_2167,HAU,HAU/user19/4-2-2,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Walking, Drinking","Typing on a keyboard, Running, Squats","Running, Drinking, Stretching","Stretching, Walking, Squats",D,user19
training_2168,HAU,HAU/user19/4-2-3,combination,Which combination of actions is performed in this video?,"Taking medicine, Jumping jacks","Walking, Stretching","Taking medicine, Stretching","Walking, Jumping jacks",B,user19
training_2169,HAU,HAU/user19/4-3-1,combination,Which combination of actions is performed in this video?,"Taking a selfie, Washing dishes, Typing on a keyboard","Walking, Writing, Taking a selfie","Typing on a keyboard, Sitting down, Walking","Sitting down, Washing dishes, Writing",C,user19
training_2170,HAU,HAU/user19/4-3-2,combination,Which combination of actions is performed in this video?,"Sitting down, Walking","Lying down, Folding clothes","Walking, Folding clothes","Lying down, Sitting down",A,user19
training_2171,HAU,HAU/user19/4-3-3,combination,Which combination of actions is performed in this video?,"Typing on a keyboard, Walking, Sitting down","Walking, Washing face, Pouring","Typing on a keyboard, Wiping surface, Washing face","Pouring, Sitting down, Wiping surface",A,user19
training_2172,HAU,HAU/user19/5-1-1,combination,Which combination of actions is performed in this video?,"Listening to the music with headphones, Standing up, Playing games","Listening to the music with headphones, Massaging oneself, Turning a page","Turning a page, Playing games, Undressing","Standing up, Massaging oneself, Undressing",A,user19
training_2173,HAU,HAU/user19/5-1-2,combination,Which combination of actions is performed in this video?,"Standing up, Playing games","Pouring, Standing up","Playing games, Stretching","Pouring, Stretching",A,user19
training_2174,HAU,HAU/user19/5-1-3,combination,Which combination of actions is performed in this video?,"Playing games, Listening to the music with headphones, Standing up","Playing games, Squats, Checking the time","Listening to the music with headphones, Checking the time, Washing face","Washing face, Standing up, Squats",A,user19
training_2175,HAU,HAU/user19/5-2-1,combination,Which combination of actions is performed in this video?,"Sitting down, Lying down","Wiping hands, Lying down","Peeling fruit, Wiping hands","Sitting down, Peeling fruit",C,user19
training_2176,HAU,HAU/user19/5-2-2,combination,Which combination of actions is performed in this video?,"Walking, Reading","Peeling fruit, Wiping hands","Walking, Wiping hands","Peeling fruit, Reading",B,user19
training_2177,HAU,HAU/user19/5-2-3,combination,Which combination of actions is performed in this video?,"Peeling fruit, Stretching","Stretching, Wiping surface","Peeling fruit, Wiping hands","Wiping hands, Wiping surface",C,user19
training_2178,HAU,HAU/user19/5-3-1,combination,Which combination of actions is performed in this video?,"Checking the time, Walking, Playing games","Playing games, Peeling fruit, Brushing teeth","Peeling fruit, Checking the time, Mopping","Walking, Brushing teeth, Mopping",A,user19
training_2179,HAU,HAU/user19/5-3-2,combination,Which combination of actions is performed in this video?,"Washing face, Walking, Taking medicine","Playing games, Walking, Massaging oneself","Massaging oneself, Washing dishes, Washing face","Washing dishes, Taking medicine, Playing games",B,user19
